1042.45,516.381
1085.665,502.283
1041.798,528.871
1035.793,671.087
1077.481,945.417
1116.759,862.804
1037.357,711.695
1051.007,1065.732
991.856,1794.625
1033.792,1911.717
1039.054,1721.374
924.495,1541.561
831.311,1572.414
837.849,1660.933
916.852,1673.357
906.866,1535.238
1301.01,1483.974
1763.794,1537.281
1977.736,1442.336
1711.449,1748.83
1270.576,1808.773
1065.944,1507.132
992.619,953.472
1035.654,772.71
1231.54,728.278
1884.613,537.157
2457.672,530.938
2481.385,613.368
2285.774,712.83
2345.24,763.436
1893.523,900.062
1407.94,1211.795
970.993,1372.743
1070.381,1562.119
1350.435,1212.54
1425.345,828.026
1036.547,554.638
946.07,519.58
811.15,547.501
652.067,546.803
592.785,697.098
712.198,831.464
1026.913,858.43
1319.68,818.284
1364.886,1079.47
1448.839,1126.438
1534.689,1148.877
1664.314,1260.932
1872.931,1416.172
1851.624,1853.142
1639.339,2287.857
1549.76,2571.986
1564.068,2333.875
1446.908,1901.74
1106.501,1793.438
985.65,1698.284
898.942,1615.256
847.301,1828.872
1074.153,2500.161
1393.631,2806.232
1613.173,2593.352
1408.828,2488.741
1033.205,2833.319
880.572,2632.897
936.655,1682.39
1256.611,973.366
1618.525,630.917
1891.859,418.864
2030.352,382.837
1863.178,416.754
1547.03,470.519
1288.179,497.943
1241.256,579.796
1295.955,647.606
1430.068,822.462
1428.655,1210.465
1362.943,1392.568
1134.029,1044.18
856.808,728.73
680.88,542.456
781.943,579.444
873.009,637.011
898.799,838.62
662.504,976.077
339.06,995.909
455.881,988.019
418.972,776.321
450.98,720.845
425.01,762.128
554.138,880.108
913.153,1268.919
1377.214,1533.725
2013.286,1688.655
2780.702,1551.73
2835.719,1274.421
1681.565,1133.036
1157.202,1064.432
904.97,902.808
936.716,915.512
1025.235,823.285
1362.793,703.156
1530.254,704.377
1325.372,673.582
1325.089,625.58
1649.231,450.875
1777.264,508.396
1494.048,428.821
1189.897,440.272
1065.77,441.862
860.409,486.685
581.306,529.723
612.111,664.597
536.578,777.439
655.378,746.116
791.515,757.934
1001.185,805.785
1248.477,895.966
1609.008,1086.644
2016.083,1099.985
2144.143,1294.036
2111.385,1187.949
1901.948,1119.569
1606.253,1134.437
1553.521,1118.278
1608.322,1346.977
1642.454,1389.097
1702.235,1290.948
1443.35,1252.204
1323.767,1310.721
1180.974,1515.645
939.51,1850.009
1126.817,2041.647
1406.388,1835.265
1413.511,1255.891
1186.42,789.206
863.571,793.612
772.011,791.78
764.72,813.355
959.326,776.355
1093.015,651.537
1126.665,517.793
1112.976,517.498
1293.919,468.278
1331.363,420.501
1072.071,461.671
881.598,428.059
770.249,428.121
707.983,470.327
623.297,583.346
660.69,643.523
726.376,626.981
682.068,694.895
868.494,825.58
859.484,779.422
791.894,668.4
821.706,590.926
821.479,539.049
966.988,666.392
1327.132,1120.808
1890.671,1639.779
1969.563,1822.731
1939.715,1500.152
1750.221,1280.813
1639.863,1617.604
1997.7,2092.348
2256.896,2283.949
1967.241,1876.15
1560.482,1468.008
1480.703,1334.064
1434.557,1411.876
1237.574,1486.35
1137.856,1781.88
1076.272,1512.207
851.057,1231.805
884.853,1035.465
952.614,922.924
999.863,864.725
1049.744,766.882
1363.211,574.23
1822.618,702.846
2380.843,744.349
2866.703,1013.109
3022.499,935.207
2711.103,928.99
2341.938,878.501
1902.798,883.062
1426.026,731.434
1097.667,861.715
994.289,1164.123
906.03,1138.109
812.836,1031.09
559.757,1042.618
506.879,931.375
508.785,831.542
556.355,703.545
733.755,715.432
1165.589,957.496
1707.388,1170.545
1548.291,1258.104
1191.117,1105.941
1023.424,1237.333
1188.254,1475.88
1479.612,1725.24
1475.031,1968.899
1462.698,2110.402
1465.237,2115.028
1287.816,1907.635
1519.283,1582.446
2097.165,1483.467
2641.708,1049.843
2489.888,754.66
1930.688,770.783
1225.402,962.794
931.818,1206.593
719.374,1091.771
828.718,1140.345
896.697,1352.017
1148.12,1571.568
1402.163,1465.046
1368.98,1320.859
1109.676,1243.624
824.605,1222.226
810.113,973.052
992.565,835.666
1112.547,787.371
917.487,883.258
696.851,819.344
678.756,931.288
885.464,1040.603
1125.809,1258.364
1022.606,1386.352
710.969,1280.464
922.922,960.315
1388.152,842.766
1607.471,871.686
1731.636,957.358
2047.775,1226.563
2347.16,1362.526
2432.562,1665.576
2304.513,1700.394
2108.018,1691.786
1837.577,1447.519
1394.17,1643.51
1106.803,1965.034
1153.752,1957.141
1086.034,1933.981
841.394,2155.326
705.319,2322.755
750.534,2108.628
1046.212,1537.364
1364.86,1040.118
1435.712,821.529
1387.222,867.707
1264.487,1201.769
1140.413,1602.21
873.772,1681.979
693.529,1369.691
580.889,1100.331
546.516,826.75
512.924,784.227
560.005,541.075
682.688,464.79
751.049,563.66
918.616,575.987
876.829,696.183
711.844,753.325
686.003,842.882
658.824,998.647
626.984,1079.116
645.592,832.519
727.026,659.421
718.696,586.969
775.672,611.663
711.535,732.378
645.064,703.628
647.865,588.127
694.185,566.364
882.172,767.491
1179.459,1008.671
1418.06,1291.598
1574.641,1570.339
1695.88,1694.086
1758.625,1731.008
1452.139,1731.657
1028.155,1554.043
993.43,1170.589
1049.433,974.426
1102.638,1131.765
1132.374,1380.373
1062.731,1307.553
1044.53,1392.231
1185.549,1601.128
1337.266,1718.969
1378.94,1619.775
1181.909,1488.262
1053.916,1249.597
1126.821,874.3
1428.138,596.131
1527.095,556.062
1431.819,415.441
1525.705,421.667
1452.77,381.509
1396.385,571.875
1070.66,410.061
838.398,357.338
769.667,210.069
897.397,239.409
1106.636,260.532
1484.605,126.298
1626.133,300.2
1539.286,363.105
1223.179,349.03
889.753,378.133
916.109,466.015
944.986,529.49
1120.673,669.813
1549.073,794.178
1896.252,955.484
1571.019,1249.007
1169.543,1448.935
1210.229,1285.65
1382.124,975.36
1569.42,888.666
1397.856,1015.469
1410.903,1175.747
1577.088,1364.481
1658.281,1390.48
1299.35,1260.884
1297.31,992.13
1651.882,923.378
1687.4,1106.116
1395.469,1318.493
1081.384,1105.2
799.934,833.366
633.613,781.663
490.769,709.236
468.242,860.666
254.05,869.75
182.626,1108.858
281.896,1665.375
309.857,1812.18
285.219,1711.057
323.192,1737.07
272.293,1752.345
379.101,1846.862
410.802,1841.665
313.572,1881.767
242.159,2005.617
277.93,2090.02
338.883,1776.25
576.141,1325.411
570.135,1161.462
529.703,955.934
490.378,705.683
474.831,616.465
381.663,680.238
345.381,835.531
250.855,942.59
179.441,812.635
247.798,679.488
276.443,728.703
432.254,610.552
407.461,662.704
536.074,680.621
806.2,878.956
1242.728,924.689
1110.494,1021.493
1016.124,1165.106
1011.322,1281.747
792.941,1197.619
670.124,1145.419
672.192,908.353
708.608,903.441
852.453,948.152
1068.429,1157.717
1332.471,1297.278
1480.653,1351.062
1387.593,1172.957
1063.113,891.422
844.498,779.216
827.206,1416.848
845.438,nan
854.255,nan
911.7,nan
1005.835,nan
1006.466,nan
1121.418,nan
1069.624,nan
1023.558,nan
929.146,nan
950.31,nan
941.989,nan
977.475,nan
809.051,nan
671.212,nan
534.397,nan
560.456,nan
552.595,nan
471.237,nan
367.231,nan
337.354,nan
281.97,nan
523.705,nan
582.073,nan
726.853,nan
798.802,nan
810.624,nan
822.204,nan
836.313,nan
930.002,nan
988.245,nan
890.115,nan
908.538,nan
972.011,nan
